episode_id,seed,main_flow_vph,on_ramp_flow_vph,off_ramp_flow_vph,con_penetration_rate,total_throughput,total_travel_time,avg_travel_time,median_travel_time,std_dev_travel_time,total_time_loss,avg_time_loss,median_time_loss,std_dev_time_loss,sum_of_squared_time_loss,total_waiting_time,avg_waiting_time,num_teleported_tripinfo,total_co2_mg,total_fuel_ml,total_nox_mg,Mainline_avg_time_loss,On-Ramp_avg_time_loss,Off-Ramp_avg_time_loss,Mainline_avg_travel_time,On-Ramp_avg_travel_time,Off-Ramp_avg_travel_time,Mainline_throughput,On-Ramp_throughput,Off-Ramp_throughput,demand_loaded,demand_inserted,service_rate,num_emergency_stops,avg_mainline_flow_upstream_v/h,avg_mainline_occ_upstream_percent,avg_mainline_speed_upstream_km/h,avg_mainline_flow_mergeArea_v/h,avg_mainline_occ_mergeArea_percent,avg_mainline_speed_mergeArea_km/h,avg_mainline_flow_downstream_v/h,avg_mainline_occ_downstream_percent,avg_mainline_speed_downstream_km/h,avg_ramp_queue_veh,total_spillback_time_sec
22,64,6000,1700,500,0.6499,6078,376956.0000,62.0197,58.0000,19.3650,118939.1600,19.5688,13.2550,20.9142,4985594.0376,13104.0000,2.1560,6078,1799172801.3257,573849761.8525,731726.4841,13.5317,69.1465,4.8555,58.8000,102.6445,33.0545,4846.0000,737.0000,495.0000,8203,6186,0.7541,2,4749.0000,12.4910,16.2965,5470.0000,12.3934,14.2797,5441.0000,12.9279,16.8262,15.2067,0.0000
23,65,6500,1500,300,0.2688,5923,383783.0000,64.7954,60.0000,20.0386,128988.9400,21.7776,14.7500,22.1473,5713845.1694,12928.0000,2.1827,5923,1812428905.6501,578077933.2319,738439.2314,15.3388,72.6125,4.7086,60.6400,106.1221,33.0976,4905.0000,721.0000,297.0000,8302,6027,0.7260,3,4794.0000,13.1152,14.0920,5528.0000,13.2106,14.3843,5469.0000,13.5057,17.3083,15.2303,0.0000
24,66,6500,1800,300,0.1354,5910,390103.0000,66.0073,61.0000,21.1290,136182.5700,23.0427,15.7600,23.1299,6299290.4625,13781.0000,2.3318,5910,1824095607.9407,581799230.4496,743622.9325,16.4801,76.7429,4.8329,61.7079,110.0371,33.1919,4912.0000,701.0000,297.0000,8595,6036,0.7023,1,4835.0000,13.8040,14.6879,5520.0000,13.3720,13.2111,5478.0000,13.6584,16.1263,15.5333,0.0000
25,67,5000,1400,100,0.0443,5707,374381.0000,65.6003,59.0000,20.6182,126468.5900,22.1603,14.5900,23.3997,5926861.0585,13753.0000,2.4098,5707,1781180125.7532,568111208.2805,725589.8408,14.7171,78.0611,4.2217,59.8679,111.5997,31.3333,4921.0000,687.0000,99.0000,6500,5808,0.8935,2,4823.0000,13.2255,15.1991,5490.0000,13.0161,13.9447,5471.0000,13.5921,16.6003,15.4397,40.0000
26,68,6500,1800,500,0.3640,6002,379998.0000,63.3119,59.0000,20.6262,124781.2900,20.7900,13.8650,21.8874,5469013.7757,13864.0000,2.3099,6002,1783962226.1643,568998514.0234,726012.3535,15.0111,68.2456,4.9806,60.4197,101.8685,33.1613,4761.0000,745.0000,496.0000,8801,6110,0.6942,6,4658.0000,12.6539,15.6472,5396.0000,12.8901,13.0330,5378.0000,13.1224,16.6897,14.8353,0.0000
27,69,5500,1900,300,0.8240,6019,379305.0000,63.0179,58.0000,19.0320,120723.4700,20.0571,13.2700,21.1603,5115975.4379,13909.0000,2.3108,6019,1811634232.5521,577824446.0341,736626.0346,13.6484,69.1317,4.1960,58.8876,102.7547,32.4966,4975.0000,746.0000,298.0000,7702,6124,0.7951,6,4859.0000,12.8794,15.7231,5610.0000,13.2315,14.7050,5561.0000,13.4024,17.9916,15.1400,0.0000
28,70,6000,1800,100,0.4019,5840,392977.0000,67.2906,61.0000,21.6467,137689.7000,23.5770,15.4700,24.2033,6666782.8718,15245.0000,2.6104,5840,1842646141.6273,587716086.8929,751122.3571,16.3676,80.0403,4.2997,61.7001,113.9015,32.9293,5061.0000,680.0000,99.0000,7901,5952,0.7533,2,4958.0000,14.5275,15.1573,5626.0000,14.3294,13.5485,5610.0000,13.9338,16.1487,15.8994,40.0000
29,71,4500,1700,100,0.6879,5587,332264.0000,59.4709,55.0000,14.3762,95553.9600,17.1029,11.7200,16.1895,3098347.7972,7265.0000,1.3003,5587,1623609753.3368,517853335.3696,657919.9154,12.2872,38.6420,3.4733,57.2675,71.3643,31.5354,4434.0000,1054.0000,99.0000,6302,5678,0.9010,8,4345.0000,11.1144,16.7752,5374.0000,13.8693,13.0102,5351.0000,13.1098,16.8160,11.3294,0.0000
30,72,5500,2000,300,0.3460,5996,390933.0000,65.1990,60.0000,20.7212,133674.5300,22.2940,15.1000,22.6790,6063597.2079,13693.0000,2.2837,5996,1841218211.8259,587260426.2939,750438.0822,15.8484,73.5914,4.8253,61.0442,106.9298,32.7576,4973.0000,726.0000,297.0000,7800,6096,0.7815,4,4872.0000,13.6440,13.7064,5584.0000,13.7535,13.0409,5553.0000,13.8199,18.2531,15.3278,40.0000
31,73,4500,1700,300,0.0349,5697,339291.0000,59.5561,57.0000,15.3495,99750.5300,17.5093,12.1600,16.7445,3343603.6305,6793.0000,1.1924,5697,1647484774.9550,525468246.6665,668646.5598,12.5699,44.3753,3.7613,57.5579,77.2337,31.8249,4433.0000,967.0000,297.0000,6499,5786,0.8903,4,4343.0000,11.0335,15.0037,5283.0000,12.9324,13.9764,5264.0000,13.0286,16.5440,12.1044,0.0000
32,74,5500,1800,500,0.4471,6022,386904.0000,64.2484,60.0000,20.7486,131340.3200,21.8101,14.8100,22.1257,5812111.0584,14143.0000,2.3486,6022,1814818349.3181,578840181.1462,739732.3561,16.0062,70.7940,5.0638,61.2681,104.3406,33.4516,4789.0000,737.0000,496.0000,7800,6126,0.7854,5,4698.0000,13.1774,14.3547,5406.0000,13.4234,13.2995,5382.0000,13.1540,16.8099,15.2631,120.0000
33,75,6500,1900,100,0.8894,5878,396404.0000,67.4386,60.0000,23.0775,140566.6600,23.9140,15.0650,25.5549,7199499.7302,18373.0000,3.1257,5878,1854640239.7958,591541845.0376,755915.1165,16.5173,83.7699,3.9419,61.5821,117.6782,32.4949,5114.0000,665.0000,99.0000,8498,5984,0.7042,1,5017.0000,15.0814,13.8601,5658.0000,14.5965,13.4231,5630.0000,13.7779,18.3105,16.1408,200.0000
34,76,5500,1500,500,0.2329,6001,375579.0000,62.5861,59.0000,19.1479,121557.6900,20.2562,14.0300,20.4740,4977407.7417,11912.0000,1.9850,6001,1782034157.1889,568383304.2844,725098.4230,14.8049,62.8408,5.2191,60.1098,96.0872,33.4919,4725.0000,780.0000,496.0000,7503,6108,0.8141,3,4633.0000,12.3470,15.3695,5388.0000,12.9263,13.9693,5373.0000,13.2590,16.9324,14.2878,0.0000
35,77,4500,1900,300,0.8441,5903,330404.0000,55.9722,55.0000,10.3667,84336.7000,14.2871,11.2500,11.2313,1949413.4696,3636.0000,0.6160,5903,1637917823.6702,522416297.0949,662189.9627,10.9407,29.6333,3.7130,55.8495,62.5845,31.7919,4433.0000,1172.0000,298.0000,6699,5994,0.8948,10,4349.0000,10.5694,16.4586,5487.0000,13.2208,13.3895,5474.0000,13.1162,17.8632,10.2528,0.0000
36,78,6000,1900,100,0.6927,5900,395886.0000,67.0993,60.0000,21.5969,138588.7800,23.4896,15.3700,24.3036,6739720.6924,16194.0000,2.7447,5900,1850213858.5059,590129814.0498,753936.5784,16.1440,81.9789,4.3725,61.3826,115.5325,32.3232,5125.0000,676.0000,99.0000,8001,6011,0.7513,4,5034.0000,14.2843,14.8025,5689.0000,14.6517,14.0727,5649.0000,14.0868,16.5410,15.9014,120.0000
37,79,6500,1800,100,0.4118,5856,409252.0000,69.8859,62.0000,25.1477,153649.8600,26.2380,16.8550,27.6570,8510018.7206,19606.0000,3.3480,5856,1883955121.9683,600892105.8059,769552.7933,18.4735,93.3832,4.0828,63.6804,126.7636,31.8586,5131.0000,626.0000,99.0000,8398,5954,0.7090,3,5033.0000,15.5806,13.5529,5658.0000,15.3509,13.5812,5627.0000,14.1788,17.6202,16.6411,240.0000
38,80,6000,2000,500,0.9295,6116,372571.0000,60.9174,57.0000,18.3043,113444.5000,18.5488,12.3600,19.6870,4474299.8416,12855.0000,2.1019,6116,1785792794.8706,569582126.1771,725457.9089,13.0819,59.0320,4.7880,58.4119,92.4541,33.1818,4804.0000,817.0000,495.0000,8495,6218,0.7320,4,4697.0000,12.4098,14.9076,5513.0000,13.2090,14.4471,5476.0000,13.0180,17.4535,14.2464,0.0000
