episode_id,seed,main_flow_vph,on_ramp_flow_vph,off_ramp_flow_vph,con_penetration_rate,total_throughput,total_travel_time,avg_travel_time,median_travel_time,std_dev_travel_time,total_time_loss,avg_time_loss,median_time_loss,std_dev_time_loss,sum_of_squared_time_loss,total_waiting_time,avg_waiting_time,num_teleported_tripinfo,total_co2_mg,total_fuel_ml,total_nox_mg,Mainline_avg_time_loss,On-Ramp_avg_time_loss,Off-Ramp_avg_time_loss,Mainline_avg_travel_time,On-Ramp_avg_travel_time,Off-Ramp_avg_travel_time,Mainline_throughput,On-Ramp_throughput,Off-Ramp_throughput,demand_loaded,demand_inserted,service_rate,num_emergency_stops,avg_mainline_flow_upstream_v/h,avg_mainline_occ_upstream_percent,avg_mainline_speed_upstream_km/h,avg_mainline_flow_mergeArea_v/h,avg_mainline_occ_mergeArea_percent,avg_mainline_speed_mergeArea_km/h,avg_mainline_flow_downstream_v/h,avg_mainline_occ_downstream_percent,avg_mainline_speed_downstream_km/h,avg_ramp_queue_veh,total_spillback_time_sec
32,74,5500,1800,500,0.4471,6126,384512.0000,62.7672,60.0000,18.6915,124822.2300,20.3758,14.5700,19.9870,4990174.0959,12628.0000,2.0614,6126,1825938546.0973,582386659.5864,743304.1274,15.1506,62.3108,5.1424,60.4274,95.6467,33.6573,4846.0000,784.0000,496.0000,7800,6229,0.7986,7,4755.0000,13.0451,14.7679,5522.0000,13.1085,13.0300,5484.0000,13.2562,17.7658,14.4192,120.0000
33,75,6500,1900,100,0.8894,5937,387321.0000,65.2385,59.0000,20.5998,129423.9000,21.7995,14.3700,23.2329,6025440.9910,16389.0000,2.7605,5937,1843782557.2915,588078351.3572,750450.2480,14.7110,75.4650,4.1004,59.7894,109.1704,32.4242,5128.0000,710.0000,99.0000,8498,6047,0.7116,5,5020.0000,13.8038,14.9960,5723.0000,13.7771,13.8527,5691.0000,13.8771,17.9779,15.6947,40.0000
34,76,5500,1500,500,0.2329,6037,374931.0000,62.1055,59.0000,17.2173,119743.6000,19.8350,14.2700,18.4543,4430732.0984,10002.0000,1.6568,6037,1781352432.9094,568165701.5869,724691.6108,14.7803,57.7167,5.1258,60.1034,90.8832,33.4081,4720.0000,822.0000,495.0000,7503,6147,0.8193,4,4628.0000,12.3200,14.8852,5430.0000,12.8932,13.5322,5402.0000,13.2558,15.8686,13.8394,0.0000
35,77,4500,1900,300,0.8441,5820,327665.0000,56.2998,55.0000,11.5175,84308.0700,14.4859,10.4400,12.8445,2181299.8855,6147.0000,1.0562,5820,1623904733.5534,517947056.5295,656747.5218,10.3465,34.2747,3.5867,55.2485,67.2521,31.8356,4431.0000,1091.0000,298.0000,6699,5913,0.8827,12,4358.0000,10.4147,17.7758,5399.0000,12.6999,13.9670,5387.0000,12.7508,18.3351,11.2003,40.0000
36,78,6000,1900,100,0.6927,5880,391666.0000,66.6099,60.0000,21.1618,135195.9200,22.9925,15.1900,23.9103,6469526.2352,16438.0000,2.7956,5880,1839446327.8261,586695412.5082,749220.5646,15.7517,80.0314,4.2944,61.0169,113.5544,32.3434,5101.0000,680.0000,99.0000,8001,5993,0.7490,3,5007.0000,14.1021,14.3473,5641.0000,14.2673,14.6930,5634.0000,13.9041,16.7812,15.7600,120.0000
37,79,6500,1800,100,0.4118,5876,392512.0000,66.7992,60.0000,22.0577,136812.3200,23.2832,15.4900,24.6725,6761744.0948,15709.0000,2.6734,5876,1848843685.7223,589692737.8252,753604.6930,15.8790,81.2810,4.1397,61.0697,114.6032,31.8081,5094.0000,683.0000,99.0000,8398,5973,0.7112,4,4999.0000,14.0226,14.7213,5657.0000,14.1688,13.0965,5645.0000,14.1005,15.6763,15.9939,80.0000
38,80,6000,2000,500,0.9295,6210,374981.0000,60.3834,58.0000,15.3824,111954.6100,18.0281,12.9000,16.7812,3766839.3297,10039.0000,1.6166,6210,1807936931.2575,576644726.9914,734158.5983,13.1355,53.7683,4.7590,58.4642,87.1871,33.2702,4864.0000,850.0000,496.0000,8495,6310,0.7428,3,4755.0000,12.2726,16.4433,5583.0000,13.0831,14.3241,5565.0000,13.3118,18.4231,13.5864,0.0000
39,81,6000,2000,100,0.3607,5824,395957.0000,67.9871,61.0000,22.4336,142197.9500,24.4159,16.2300,25.0873,7136724.4379,16398.0000,2.8156,5824,1851450655.1390,590524315.6334,755611.7282,16.9550,83.4994,4.1691,62.1916,116.8304,32.2525,5053.0000,672.0000,99.0000,8097,5933,0.7327,2,4962.0000,14.4693,15.1935,5633.0000,14.0651,13.3329,5583.0000,13.9254,15.7194,15.9447,120.0000
40,82,6500,1800,300,0.1075,5912,393464.0000,66.5535,62.0000,21.4470,139150.4600,23.5370,16.5300,23.2575,6472500.6324,15411.0000,2.6067,5912,1831440274.5579,584141806.9937,746862.2608,17.2246,75.9952,4.6004,62.4722,109.6753,32.7181,4915.0000,699.0000,298.0000,8595,6022,0.7006,6,4832.0000,13.8599,14.1818,5494.0000,13.5582,12.6521,5476.0000,13.6600,16.6978,15.4975,200.0000
41,83,6000,1500,100,0.3053,5849,395894.0000,67.6858,61.0000,22.3508,140903.4800,24.0902,16.1300,24.9583,7037197.1658,16874.0000,2.8849,5849,1851276082.6142,590468580.4592,755125.4295,16.7652,83.9300,4.4801,61.9721,117.3674,32.4747,5094.0000,656.0000,99.0000,7598,5966,0.7852,3,4992.0000,14.5913,14.7048,5635.0000,14.0797,13.4673,5621.0000,14.1169,15.7773,15.9653,200.0000
42,84,5500,1900,300,0.5440,5985,386275.0000,64.5405,60.0000,19.2764,128433.3000,21.4592,14.7100,21.3983,5496067.7374,13384.0000,2.2363,5985,1823803998.8073,581706057.9497,742395.9741,15.1149,69.8076,4.4815,60.5413,103.3630,32.7071,4936.0000,752.0000,297.0000,7699,6098,0.7921,5,4846.0000,13.2008,13.6288,5559.0000,13.7360,13.1012,5549.0000,13.6427,17.4406,15.1636,40.0000
43,85,5500,1900,300,0.8394,6053,380779.0000,62.9075,59.0000,17.2982,120877.9200,19.9699,14.0200,19.4498,4703362.2014,12791.0000,2.1132,6053,1817375830.2600,579655538.6959,738892.4295,14.0229,63.7824,4.4087,59.3339,97.1997,32.6812,4974.0000,781.0000,298.0000,7700,6160,0.8000,4,4878.0000,12.9631,15.5841,5641.0000,13.2150,13.5802,5597.0000,13.5868,18.1096,14.6478,0.0000
44,86,6000,1900,100,0.8565,5871,388659.0000,66.1998,59.0000,21.9781,131570.2900,22.4102,14.0900,24.6751,6522518.9775,17059.0000,2.9056,5871,1822439775.1335,581271310.6619,741488.3016,14.9232,79.8229,3.9734,60.4053,113.3963,32.5657,5078.0000,694.0000,99.0000,7996,5970,0.7466,1,4969.0000,13.7746,14.1178,5649.0000,14.4017,13.8676,5634.0000,13.8719,17.4127,15.9383,120.0000
45,87,6000,1600,100,0.2806,5825,397633.0000,68.2632,62.0000,23.0428,142853.5600,24.5242,16.7300,25.7196,7355948.3470,16981.0000,2.9152,5825,1849676150.8824,589958355.5053,754362.8121,16.8953,89.0143,4.6433,62.1952,122.5292,33.4545,5093.0000,633.0000,99.0000,7701,5936,0.7708,2,5004.0000,14.6409,13.8736,5616.0000,13.9500,13.3608,5580.0000,13.8807,16.7237,16.5006,360.0000
46,88,4500,2000,100,0.1478,5566,335825.0000,60.3351,57.0000,14.8592,100228.5000,18.0073,12.5600,16.6571,3348903.3932,7642.0000,1.3730,5566,1640691324.5127,523301528.0205,666146.5349,13.0280,40.5909,3.7023,57.9289,73.3359,31.5152,4428.0000,1039.0000,99.0000,6598,5655,0.8571,1,4334.0000,11.4581,14.7550,5358.0000,13.6605,14.0265,5313.0000,13.1201,17.8668,11.6150,0.0000
47,89,5000,1900,100,0.8532,5810,365856.0000,62.9701,58.0000,17.7158,114549.5900,19.7159,12.8850,20.3957,4674914.7825,12721.0000,2.1895,5810,1768451156.8679,564051085.4643,718834.5290,13.0309,63.4246,3.7307,58.1380,97.0051,31.9596,4922.0000,789.0000,99.0000,6998,5909,0.8444,7,4842.0000,12.7971,14.9188,5587.0000,13.4035,12.8002,5571.0000,13.3335,17.6459,14.6958,0.0000
48,90,6000,1700,100,0.0828,5768,395544.0000,68.5756,62.0000,24.6990,143509.6500,24.8803,16.6550,27.1906,7834271.9775,17714.0000,3.0711,5768,1828536509.2561,583215914.0832,745857.3592,17.3386,87.1531,4.7060,62.6800,120.2637,33.3333,5028.0000,641.0000,99.0000,7803,5889,0.7547,2,4928.0000,14.5220,14.1511,5543.0000,13.8237,13.3585,5518.0000,14.0009,16.2278,16.1153,400.0000
49,91,6000,1700,300,0.3732,5989,385550.0000,64.3764,60.0000,20.1777,128437.8500,21.4456,14.6300,22.1732,5698426.0433,13138.0000,2.1937,5989,1819446266.2511,580316159.5198,740488.6545,15.0959,71.5833,4.5233,60.2997,105.0206,32.8289,4962.0000,729.0000,298.0000,8001,6094,0.7617,4,4870.0000,13.1485,15.8983,5574.0000,13.5368,12.9564,5535.0000,13.7333,16.2303,15.1883,80.0000
