episode_id,seed,main_flow_vph,on_ramp_flow_vph,off_ramp_flow_vph,con_penetration_rate,total_throughput,total_travel_time,avg_travel_time,median_travel_time,std_dev_travel_time,total_time_loss,avg_time_loss,median_time_loss,std_dev_time_loss,sum_of_squared_time_loss,total_waiting_time,avg_waiting_time,num_teleported_tripinfo,total_co2_mg,total_fuel_ml,total_nox_mg,Mainline_avg_time_loss,On-Ramp_avg_time_loss,Off-Ramp_avg_time_loss,Mainline_avg_travel_time,On-Ramp_avg_travel_time,Off-Ramp_avg_travel_time,Mainline_throughput,On-Ramp_throughput,Off-Ramp_throughput,demand_loaded,demand_inserted,service_rate,num_emergency_stops,avg_mainline_flow_upstream_v/h,avg_mainline_occ_upstream_percent,avg_mainline_speed_upstream_km/h,avg_mainline_flow_mergeArea_v/h,avg_mainline_occ_mergeArea_percent,avg_mainline_speed_mergeArea_km/h,avg_mainline_flow_downstream_v/h,avg_mainline_occ_downstream_percent,avg_mainline_speed_downstream_km/h,avg_ramp_queue_veh,total_spillback_time_sec
37,79,6500,1800,100,0.4118,5502,601754.0000,109.3700,89.0000,61.5331,368183.6100,66.9181,51.5600,60.5337,44795659.6981,30899.0000,5.6160,5502,2150123182.1525,685794721.1222,898183.6393,71.2057,55.8363,9.7466,116.6123,88.4469,38.1616,4264.0000,1139.0000,99.0000,8395,5676,0.6761,0,4157.2500,25.0863,11.1438,5259.0250,23.2497,12.2581,5208.4500,13.3641,16.2252,10.6122,0.0000
38,80,6000,2000,500,0.9295,6011,591027.0000,98.3242,78.0000,59.6945,340916.2000,56.7154,39.5000,57.8809,39469910.4070,29639.0000,4.9308,6011,2178504311.3352,694846023.9289,907647.4105,63.6011,52.0529,7.2138,109.1335,84.5751,35.8704,4345.0000,1172.0000,494.0000,8492,6197,0.7297,0,4222.3000,25.4415,11.5276,5369.7000,23.6391,12.4639,5332.6250,13.4788,16.5940,10.3000,0.0000
39,81,6000,2000,100,0.3607,5495,605346.0000,110.1631,89.0000,63.3459,372225.4900,67.7389,51.2400,62.4307,46627523.1723,32463.0000,5.9077,5495,2165126218.3773,690580157.8135,905062.7681,72.2895,55.4626,11.8456,117.6894,87.8765,40.6531,4263.0000,1134.0000,98.0000,8094,5676,0.7013,0,4143.5250,25.5185,10.9162,5248.4000,23.2592,12.0030,5231.2750,13.4092,16.3084,10.6267,0.0000
40,82,6500,1800,300,0.1075,5619,605991.0000,107.8468,86.0000,60.4447,370214.7800,65.8862,48.9000,58.9427,43910377.2692,33268.0000,5.9206,5619,2175995810.5738,694047176.0273,909646.0507,72.6104,56.0372,8.5068,118.0401,88.7312,36.8013,4191.0000,1131.0000,297.0000,8592,5802,0.6753,0,4078.5750,25.2652,10.8077,5187.4750,23.4194,12.0904,5152.2750,13.2700,15.9858,10.5197,0.0000
41,83,6000,1500,100,0.3053,5452,612969.0000,112.4301,87.0000,65.5106,381614.0200,69.9952,49.5500,64.2187,49191329.8172,30533.0000,5.6003,5452,2167935222.5597,691476555.9731,906937.4203,76.1241,52.6569,11.9124,121.6240,85.1006,40.6768,4200.0000,1153.0000,99.0000,7595,5633,0.7417,0,4096.4500,25.7621,10.7649,5204.3000,22.5491,11.9889,5167.4500,13.3226,16.0702,10.0589,0.0000
42,84,5500,1900,300,0.5440,5723,601011.0000,105.0168,85.0000,62.1850,359725.2100,62.8561,48.0300,60.7453,43725013.2793,32763.0000,5.7248,5723,2167265638.7302,691262170.0464,904451.6213,68.6190,55.2366,8.9377,114.2366,87.8921,37.6970,4286.0000,1140.0000,297.0000,7697,5901,0.7667,0,4166.3000,25.3789,10.9784,5266.2500,24.0683,12.2872,5246.4500,13.3884,16.5958,10.5650,24.0000
43,85,5500,1900,300,0.8394,5830,600249.0000,102.9587,84.0000,61.8482,354539.4200,60.8129,44.8650,60.5469,42929251.8236,33763.0000,5.7913,5830,2178008989.1217,694688306.1398,907900.3834,65.6468,55.7890,8.2385,111.1230,88.6185,36.6115,4399.0000,1135.0000,296.0000,7696,6019,0.7821,0,4293.5750,24.9920,11.5412,5385.2500,23.7532,12.4955,5358.3500,13.3566,16.7237,10.6406,0.0000
44,86,6000,1900,100,0.8565,5629,611333.0000,108.6042,85.0000,65.9185,370873.9300,65.8863,47.5400,65.0167,48226025.8045,33543.0000,5.9590,5629,2177699595.1326,694590369.5256,909039.2718,70.0862,54.6425,10.8627,115.7386,87.4433,39.4286,4376.0000,1155.0000,98.0000,7993,5802,0.7259,0,4256.6250,24.7899,11.4737,5353.3000,25.2080,12.6026,5333.6250,13.4449,16.7157,10.6775,4.0000
45,87,6000,1600,100,0.2806,5408,613554.0000,113.4530,88.0000,64.1630,383550.2000,70.9227,52.1600,62.9801,48649275.5910,28764.0000,5.3188,5408,2152433599.0591,686532205.1350,900428.8431,77.0957,53.5984,11.8891,122.6923,86.1318,41.2020,4163.0000,1146.0000,99.0000,7697,5597,0.7272,0,4050.9000,25.3352,10.6479,5173.2000,23.5316,11.8151,5133.3500,13.2081,16.1253,10.0839,2.0000
46,88,4500,2000,100,0.1478,5423,578032.0000,106.5890,88.0000,57.3149,348262.4400,64.2195,50.2100,56.0658,39408607.2600,28456.0000,5.2473,5423,2090065004.3093,666638391.2168,871990.3009,68.4483,53.4211,9.2492,113.8296,85.9614,37.3367,4185.0000,1140.0000,98.0000,6596,5598,0.8487,0,4080.7250,25.1874,11.0865,5158.7000,21.7574,12.0767,5151.5750,13.2041,16.1767,10.2878,0.0000
47,89,5000,1900,100,0.8532,5607,604197.0000,107.7576,87.0000,62.2594,365474.8900,65.1819,49.9300,61.2007,44819747.7273,31091.0000,5.5450,5607,2164159391.7846,690271277.4837,903311.9076,69.5010,53.5671,9.8529,114.9685,86.3955,38.5714,4356.0000,1153.0000,98.0000,6996,5792,0.8279,0,4246.4750,25.7196,11.0960,5337.3750,24.2807,12.5410,5323.6000,13.4476,16.6057,10.3825,12.0000
48,90,6000,1700,100,0.0828,5375,611429.0000,113.7542,88.0000,66.5903,383095.7200,71.2736,51.5500,65.3816,50277172.2596,30417.0000,5.6590,5375,2154917805.0564,687324770.0693,902009.2102,77.3972,54.3375,11.4318,123.0027,86.7419,40.1531,4130.0000,1147.0000,98.0000,7798,5557,0.7126,0,4025.3000,25.3356,10.6491,5120.6000,24.1728,11.8370,5090.4500,13.3148,15.9988,10.3414,0.0000
49,91,6000,1700,300,0.3732,5659,600970.0000,106.1972,88.0000,60.0858,363408.5400,64.2178,50.8600,58.5911,42760720.6002,28590.0000,5.0521,5659,2159418075.6903,688759224.1138,901633.1198,70.4526,55.4741,8.6438,115.9423,87.8726,37.0572,4232.0000,1130.0000,297.0000,7996,5835,0.7297,0,4116.5750,26.1416,10.7696,5215.4000,23.1157,12.0526,5175.4500,13.2202,16.2470,10.4117,0.0000
