episode_id,seed,main_flow_vph,on_ramp_flow_vph,off_ramp_flow_vph,con_penetration_rate,total_throughput,total_travel_time,avg_travel_time,median_travel_time,std_dev_travel_time,total_time_loss,avg_time_loss,median_time_loss,std_dev_time_loss,sum_of_squared_time_loss,total_waiting_time,avg_waiting_time,num_teleported_tripinfo,total_co2_mg,total_fuel_ml,total_nox_mg,Mainline_avg_time_loss,On-Ramp_avg_time_loss,Off-Ramp_avg_time_loss,Mainline_avg_travel_time,On-Ramp_avg_travel_time,Off-Ramp_avg_travel_time,Mainline_throughput,On-Ramp_throughput,Off-Ramp_throughput,demand_loaded,demand_inserted,service_rate,num_emergency_stops,avg_mainline_flow_upstream_v/h,avg_mainline_occ_upstream_percent,avg_mainline_speed_upstream_km/h,avg_mainline_flow_mergeArea_v/h,avg_mainline_occ_mergeArea_percent,avg_mainline_speed_mergeArea_km/h,avg_mainline_flow_downstream_v/h,avg_mainline_occ_downstream_percent,avg_mainline_speed_downstream_km/h,avg_ramp_queue_veh,total_spillback_time_sec
40,82,6500,1800,300,0.1075,5842,447449.0000,76.5917,66.0000,31.2036,196825.8900,33.6915,21.2050,32.0413,12627979.6143,21178.0000,3.6251,5842,1934883765.5897,617137247.4506,794829.6644,28.1759,82.8692,5.1063,73.3831,116.1821,33.4730,4832.0000,714.0000,296.0000,8592,5987,0.6968,2,4716.4000,18.6986,12.9358,5400.1750,16.5777,13.0431,5370.5000,13.7802,16.5384,15.5350,612.0000
41,83,6000,1500,100,0.3053,5770,441433.0000,76.5049,65.0000,30.5904,189514.3100,32.8448,20.4900,32.4216,12288705.8753,24262.0000,4.2049,5770,1937025632.4662,617820228.3203,794635.2316,25.5159,96.7441,4.4291,70.7565,130.0514,32.6465,5048.0000,623.0000,99.0000,7595,5877,0.7738,2,4908.2250,17.7407,13.1809,5508.2750,16.9100,13.0826,5486.6250,14.0967,16.2542,16.3736,599.0000
42,84,5500,1900,300,0.5440,5945,447878.0000,75.3369,63.0000,31.1253,191704.0800,32.2463,18.9700,31.8389,12207251.8394,21060.0000,3.5425,5945,1948864214.6025,621596343.9034,799871.3073,26.7589,79.5664,5.0242,72.1734,113.1216,33.4714,4908.0000,740.0000,297.0000,7697,6086,0.7907,1,4768.9500,18.2213,13.3085,5483.5500,16.6683,13.2989,5465.5750,13.8701,16.6765,15.5214,390.0000
43,85,5500,1900,300,0.8394,5984,431624.0000,72.1297,61.0000,28.8371,174798.3200,29.2109,17.0600,29.8177,10425476.2242,23353.0000,3.9026,5984,1922262757.4460,613111293.1152,787464.0573,23.6374,74.1830,4.5502,68.9613,107.4573,32.7340,4915.0000,772.0000,297.0000,7696,6114,0.7944,5,4788.6500,18.0695,13.7078,5510.2250,16.7310,13.3572,5501.5500,13.8519,16.8684,14.9444,466.0000
44,86,6000,1900,100,0.8565,5880,440220.0000,74.8673,62.5000,31.1091,182680.9400,31.0682,17.6700,32.6292,11934714.8306,24030.0000,4.0867,5880,1936647582.6840,617699529.7830,793421.2223,24.1607,85.8994,4.5482,69.6529,119.4180,32.6429,5093.0000,689.0000,98.0000,7993,6012,0.7522,3,4964.7250,18.2992,13.5193,5601.8000,16.8124,13.3771,5603.6000,14.1486,16.9232,16.1903,516.0000
45,87,6000,1600,100,0.2806,5780,452303.0000,78.2531,65.0000,31.6454,199800.7800,34.5676,20.6700,33.3499,13334126.3484,22768.0000,3.9391,5780,1951166683.0571,622330666.3780,801138.6846,27.5599,94.8104,4.6632,72.8745,127.9403,33.1414,5045.0000,636.0000,99.0000,7697,5893,0.7656,1,4908.7250,18.5282,13.0629,5500.5250,16.8363,13.3687,5489.6000,14.1942,16.3782,16.5006,629.0000
46,88,4500,2000,100,0.1478,5501,372202.0000,67.6608,58.0000,23.4003,139160.5900,25.2973,15.1300,24.6704,6867855.7537,15033.0000,2.7328,5501,1708426883.1613,544907411.5161,697877.9837,19.7921,52.2393,3.5162,64.6633,84.7945,31.3333,4419.0000,983.0000,99.0000,6596,5602,0.8493,2,4299.5000,15.0069,14.0308,5234.4750,15.9164,13.3491,5222.4500,13.1195,16.4892,12.3981,232.0000
47,89,5000,1900,100,0.8532,5783,408356.0000,70.6132,59.0000,29.1382,158181.7700,27.3529,14.8900,30.8288,9822032.5407,21640.0000,3.7420,5783,1850641135.5364,590267331.9089,756455.3231,20.2613,75.6951,3.9179,65.3904,108.9454,32.1515,4915.0000,769.0000,99.0000,6996,5888,0.8416,4,4781.4000,16.6699,14.3573,5517.7750,16.3361,13.6830,5492.5750,13.6388,17.1354,15.2211,498.0000
48,90,6000,1700,100,0.0828,5693,449099.0000,78.8862,67.0000,31.3191,200153.6100,35.1578,22.7100,33.0174,13242101.8933,22306.0000,3.9181,5693,1934965525.0644,617163360.1637,795028.7858,28.1305,94.8634,4.8758,73.5032,128.1372,33.1717,4960.0000,634.0000,99.0000,7798,5804,0.7443,3,4816.8000,18.6611,12.7692,5434.5500,16.6905,12.8317,5404.5750,14.1125,16.2224,16.5228,586.0000
49,91,6000,1700,300,0.3732,5924,439697.0000,74.2230,65.0000,29.0643,185799.6100,31.3639,20.7400,29.8741,11113452.4513,20109.0000,3.3945,5924,1928762885.0824,615184560.2920,791130.9478,26.2283,74.7596,4.9662,71.5353,107.6790,33.0202,4870.0000,757.0000,297.0000,7996,6045,0.7560,1,4728.0750,17.9223,13.2389,5458.6750,16.5197,13.2921,5443.6250,13.7169,16.8130,15.1158,605.0000
